date,goldprice,oilprice,dow
18jul2009,938.25,63.96,6
19jul2009,938.25,63.96,0
20jul2009,937,65.01000000000001,1
21jul2009,949,66.34999999999999,2
22jul2009,951.25,65.76000000000001,3
23jul2009,951.4,68.03,4
24jul2009,948.15,68.86,5
25jul2009,948.15,68.86,6
26jul2009,948.15,68.86,0
27jul2009,951.35,69.81999999999999,1
28jul2009,953.65,68.63,2
29jul2009,937.65,65.91,3
30jul2009,930,69.51000000000001,4
31jul2009,934.3,70.28,5
01aug2009,934.3,70.28,6
02aug2009,934.3,70.28,0
03aug2009,954.9,73.22,1
04aug2009,964,73.73999999999999,2
05aug2009,963.25,74.33,3
06aug2009,965,74.63,4
07aug2009,958.5,74.37,5
08aug2009,958.5,74.37,6
09aug2009,958.5,74.37,0
10aug2009,954.5,73.84,1
11aug2009,943.75,72.2,2
12aug2009,948.25,73.2,3
13aug2009,956.5,74.04000000000001,4
14aug2009,956,71.75,5
15aug2009,956,71.75,6
16aug2009,956,71.75,0
17aug2009,946.35,69.09999999999999,1
18aug2009,935.3,70.65000000000001,2
19aug2009,943.5,72.98999999999999,3
20aug2009,941.25,73.56,4
21aug2009,954.5,73.45999999999999,5
22aug2009,954.5,73.45999999999999,6
23aug2009,954.5,73.45999999999999,0
24aug2009,954.15,74.09,1
25aug2009,942.9,72.84,2
26aug2009,945.05,70.65000000000001,3
27aug2009,945.6,70.45,4
28aug2009,948.25,72.59999999999999,5
29aug2009,948.25,72.59999999999999,6
30aug2009,948.25,72.59999999999999,0
31aug2009,948.25,68.72,1
01sep2009,951.15,68.27,2
02sep2009,958.35,67.14,3
03sep2009,978.1,66.48999999999999,4
04sep2009,991.6,65.62,5
05sep2009,991.6,65.62,6
06sep2009,991.6,65.62,0
07sep2009,994.4,67.11,1
08sep2009,995.85,69.91,2
09sep2009,999.25,70.52,3
10sep2009,992.65,69.51000000000001,4
11sep2009,996.5,69.26000000000001,5
12sep2009,996.5,69.26000000000001,6
13sep2009,996.5,69.26000000000001,0
14sep2009,1005.85,67.31999999999999,1
15sep2009,1001,66.78,2
16sep2009,1006.9,68.87,3
17sep2009,1017.7,70.97,4
18sep2009,1012,70.12,5
19sep2009,1012,70.12,6
20sep2009,1012,70.12,0
21sep2009,1007.15,67.72,1
22sep2009,1014.75,69.18000000000001,2
23sep2009,1011,66.97,3
24sep2009,997.25,64.48,4
25sep2009,994.75,64.09999999999999,5
26sep2009,994.75,64.09999999999999,6
27sep2009,994.75,64.09999999999999,0
28sep2009,991.55,65.03,1
29sep2009,990.95,64.22,2
30sep2009,1002,65.7,3
01oct2009,1007.7,67.23,4
02oct2009,1002,66.45,5
03oct2009,1002,66.45,6
04oct2009,1002,66.45,0
05oct2009,1002.3,65.20999999999999,1
06oct2009,1017.65,68.38,2
07oct2009,1041.85,67.25,3
08oct2009,1055.5,69.16,4
09oct2009,1055,69.84999999999999,5
10oct2009,1055,69.84999999999999,6
11oct2009,1055,69.84999999999999,0
12oct2009,1049.25,71.23999999999999,1
13oct2009,1056.25,71.61,2
14oct2009,1064.35,72.7,3
15oct2009,1057.75,73.66,4
16oct2009,1055,75.05,5
17oct2009,1055,75.05,6
18oct2009,1055,75.05,0
19oct2009,1055,76.03,1
20oct2009,1063.7,76.14,2
21oct2009,1059.25,77.61,3
22oct2009,1054.75,78.23,4
23oct2009,1054.25,77.62,5
24oct2009,1054.25,77.62,6
25oct2009,1054.25,77.62,0
26oct2009,1054.95,76.5,1
27oct2009,1036.25,77.02,2
28oct2009,1039.8,75.42,3
29oct2009,1045.5,77.63,4
30oct2009,1046,75.31999999999999,5
31oct2009,1046,75.31999999999999,6
01nov2009,1046,75.31999999999999,0
02nov2009,1044.9,75.91,1
03nov2009,1059.55,75.81,2
04nov2009,1093.5,78.13,3
05nov2009,1093,78.03,4
06nov2009,1089.95,75.47,5
07nov2009,1089.95,75.47,6
08nov2009,1089.95,75.47,0
09nov2009,1097.8,77.95999999999999,1
10nov2009,1101.75,77.73,2
11nov2009,1105.7,77.73,3
12nov2009,1117.85,75.88,4
13nov2009,1104,75.59,5
14nov2009,1104,75.59,6
15nov2009,1104,75.59,0
16nov2009,1118.9,77.76000000000001,1
17nov2009,1139.5,77.7,2
18nov2009,1141.9,79.18000000000001,3
19nov2009,1135.75,76.95,4
20nov2009,1142.25,76.13,5
21nov2009,1142.25,76.13,6
22nov2009,1142.25,76.13,0
23nov2009,1170.15,78.34,1
24nov2009,1165.95,75.43000000000001,2
25nov2009,1169.5,76.65000000000001,3
26nov2009,1190.8,76.43000000000001,4
27nov2009,1177.5,76.16,5
28nov2009,1177.5,76.16,6
29nov2009,1177.5,76.16,0
30nov2009,1177.7,76.7,1
01dec2009,1179.5,78.79000000000001,2
02dec2009,1210,77.05,3
03dec2009,1212,77.76000000000001,4
04dec2009,1207.5,77.73,5
05dec2009,1207.5,77.73,6
06dec2009,1207.5,77.73,0
07dec2009,1161.55,76.69,1
08dec2009,1157.3,75.44,2
09dec2009,1142,74.51000000000001,3
10dec2009,1129.2,71.64,4
11dec2009,1113.5,70.86,5
12dec2009,1113.5,70.86,6
13dec2009,1113.5,70.86,0
14dec2009,1114.85,71.98,1
15dec2009,1126.6,72.20999999999999,2
16dec2009,1124.8,74.23,3
17dec2009,1138.2,72.08,4
18dec2009,1103.75,72.63,5
19dec2009,1103.75,72.63,6
20dec2009,1103.75,72.63,0
21dec2009,1112.75,73.26000000000001,1
22dec2009,1079.5,71.97,2
23dec2009,1084.04,74.52,3
24dec2009,1087.5,74.38,4
25dec2009,1087.5,74.38,5
26dec2009,1087.5,74.38,6
27dec2009,1087.5,74.38,0
28dec2009,1087.5,76.81999999999999,1
29dec2009,1106,76.43000000000001,2
30dec2009,1106,77.40000000000001,3
31dec2009,1096,77.40000000000001,4
01jan2010,1096,77.40000000000001,5
02jan2010,1096,77.40000000000001,6
03jan2010,1096,77.40000000000001,0
04jan2010,1097,79.09,1
05jan2010,1121.4,79.78,2
06jan2010,1118.5,80.65000000000001,3
07jan2010,1138.3,80.94,4
08jan2010,1131.8,80.68000000000001,5
09jan2010,1131.8,80.68000000000001,6
10jan2010,1131.8,80.68000000000001,0
11jan2010,1138.3,80.61,1
12jan2010,1148,79.93000000000001,2
13jan2010,1124.6,77.68000000000001,3
14jan2010,1132.8,77.94,4
15jan2010,1133.15,77.12,5
16jan2010,1133.15,77.12,6
17jan2010,1133.15,77.12,0
18jan2010,1134.85,76.65000000000001,1
19jan2010,1133.2,75.66,2
20jan2010,1108.6,75.59999999999999,3
21jan2010,1090.85,74.72,4
22jan2010,1092,73.08,5
23jan2010,1092,73.08,6
24jan2010,1092,73.08,0
25jan2010,1095.75,72.61,1
26jan2010,1098.8,72.69,2
27jan2010,1093.45,72.83,3
28jan2010,1086.7,71.2,4
29jan2010,1077.85,71.79000000000001,5
30jan2010,1077.85,71.79000000000001,6
31jan2010,1077.85,71.79000000000001,0
01feb2010,1094.7,71.63,1
02feb2010,1112.05,73.84,2
03feb2010,1114.85,75.8,3
04feb2010,1070.35,72.23999999999999,4
05feb2010,1056.8,70.26000000000001,5
06feb2010,1056.8,70.26000000000001,6
07feb2010,1056.8,70.26000000000001,0
08feb2010,1071.4,69.84,1
09feb2010,1074.85,70.56999999999999,2
10feb2010,1066.15,71.17,3
11feb2010,1084.15,72.78,4
12feb2010,1086.75,71.34,5
13feb2010,1086.75,71.34,6
14feb2010,1086.75,71.34,0
15feb2010,1099.4,71.84999999999999,1
16feb2010,1116.9,74.84,2
17feb2010,1115.95,74.86,3
18feb2010,1120.45,76.64,4
19feb2010,1119.2,77.14,5
20feb2010,1119.2,77.14,6
21feb2010,1119.2,77.14,0
22feb2010,1111.75,77.37,1
23feb2010,1103.8,76.79000000000001,2
24feb2010,1098.95,77.41,3
25feb2010,1101.7,74.81999999999999,4
26feb2010,1105.5,76.87,5
27feb2010,1105.5,76.87,6
28feb2010,1105.5,76.87,0
01mar2010,1118.7,77.23,1
02mar2010,1131.35,77.78,2
03mar2010,1142.65,78.93000000000001,3
04mar2010,1130.75,78.01000000000001,4
05mar2010,1140.1,80.15000000000001,5
06mar2010,1140.1,80.15000000000001,6
07mar2010,1140.1,80.15000000000001,0
08mar2010,1124.95,79.98,1
09mar2010,1116.55,79.73999999999999,2
10mar2010,1124.45,81.09999999999999,3
11mar2010,1104.8,80.09999999999999,4
12mar2010,1109.1,80.05,5
13mar2010,1109.1,80.05,6
14mar2010,1109.1,80.05,0
15mar2010,1102.8,77.61,1
16mar2010,1126.25,79.88,2
17mar2010,1124.25,80.66,3
18mar2010,1126.35,80.53,4
19mar2010,1103.25,78.79000000000001,5
20mar2010,1103.25,78.79000000000001,6
21mar2010,1103.25,78.79000000000001,0
22mar2010,1099.75,79.12,1
23mar2010,1107.75,80.19,2
24mar2010,1091.6,78.91,3
25mar2010,1092.55,79.51000000000001,4
26mar2010,1104.35,78.47,5
27mar2010,1104.35,78.47,6
28mar2010,1104.35,78.47,0
29mar2010,1113.9,80.86,1
30mar2010,1103.65,80.33,2
31mar2010,1113.15,81.01000000000001,3
01apr2010,1125.25,82.93000000000001,4
02apr2010,1125.25,82.93000000000001,5
03apr2010,1125.25,82.93000000000001,6
04apr2010,1125.25,82.93000000000001,0
05apr2010,1125.25,85.06,1
06apr2010,1137.8,85.48999999999999,2
07apr2010,1144,85.62,3
08apr2010,1151.2,84.44,4
09apr2010,1158.95,84.55,5
10apr2010,1158.95,84.55,6
11apr2010,1158.95,84.55,0
12apr2010,1164.15,85.44,1
13apr2010,1146.35,83.97,2
14apr2010,1157.7,86.25,3
15apr2010,1159.7,86.79000000000001,4
16apr2010,1136.05,85.31,5
17apr2010,1136.05,85.31,6
18apr2010,1136.05,85.31,0
19apr2010,1132.45,83.44,1
20apr2010,1141.95,84.81999999999999,2
21apr2010,1141.25,84.65000000000001,3
22apr2010,1136.05,84.76000000000001,4
23apr2010,1156.35,86.43000000000001,5
24apr2010,1156.35,86.43000000000001,6
25apr2010,1156.35,86.43000000000001,0
26apr2010,1155.35,86.56,1
27apr2010,1161.15,85.69,2
28apr2010,1167.75,84.8,3
29apr2010,1150.05,87.23,4
30apr2010,1179.85,86.28,5
01may2010,1179.85,86.28,6
02may2010,1179.85,86.28,0
03may2010,1179.85,88.15000000000001,1
04may2010,1172.4,85.47,2
05may2010,1172.45,82.58,3
06may2010,1185.35,80.48,4
07may2010,1195.05,78.03,5
08may2010,1195.05,78.03,6
09may2010,1195.05,78.03,0
10may2010,1199.5,79.8,1
11may2010,1219.95,80.51000000000001,2
12may2010,1236.55,80.23999999999999,3
13may2010,1238.95,80.73999999999999,4
14may2010,1222.15,77.33,5
15may2010,1222.15,77.33,6
16may2010,1222.15,77.33,0
17may2010,1230.35,74.02,1
18may2010,1217.55,74.33,2
19may2010,1195.05,71.48,3
20may2010,1189.35,69.45999999999999,4
21may2010,1182.15,70.3,5
22may2010,1182.15,70.3,6
23may2010,1182.15,70.3,0
24may2010,1192.9,69.48,1
25may2010,1199.03,67.37,2
26may2010,1213.77,69.86,3
27may2010,1215.13,73.03,4
28may2010,1203,73.06,5
29may2010,1203,73.06,6
30may2010,1203,73.06,0
31may2010,1203,73.06,1
01jun2010,1226.7,73.11,2
02jun2010,1218.35,72.81,3
03jun2010,1217.25,73.20999999999999,4
04jun2010,1204.75,71.48,5
05jun2010,1204.75,71.48,6
06jun2010,1204.75,71.48,0
07jun2010,1232.25,71.69,1
08jun2010,1246.85,71.95999999999999,2
09jun2010,1224.85,74.53,3
10jun2010,1224.27,75.12,4
11jun2010,1226.15,74.04000000000001,5
12jun2010,1226.15,74.04000000000001,6
13jun2010,1226.15,74.04000000000001,0
14jun2010,1219.09,76.08,1
15jun2010,1225.7,76.11,2
16jun2010,1233.1,76.73,3
17jun2010,1246.02,78.33,4
18jun2010,1259.15,77.89,5
19jun2010,1259.15,77.89,6
20jun2010,1259.15,77.89,0
21jun2010,1254.77,79.05,1
22jun2010,1239.25,78.59,2
23jun2010,1231.15,75.81,3
24jun2010,1245.52,75.51000000000001,4
25jun2010,1254.35,76.56999999999999,5
26jun2010,1254.35,76.56999999999999,6
27jun2010,1254.35,76.56999999999999,0
28jun2010,1247.95,77.18000000000001,1
29jun2010,1238.1,74.77,2
30jun2010,1243.65,74.84999999999999,3
01jul2010,1217.8,71.51000000000001,4
02jul2010,1206,71.48,5
03jul2010,1206,71.48,6
04jul2010,1206,71.48,0
05jul2010,1207,70.98,1
06jul2010,1193.38,72.58,2
07jul2010,1193.15,72.7,3
08jul2010,1191.25,74.62,4
09jul2010,1208.95,75.33,5
10jul2010,1208.95,75.33,6
11jul2010,1208.95,75.33,0
12jul2010,1198.75,74.14,1
13jul2010,1215.32,76.47,2
14jul2010,1215.77,76.8,3
15jul2010,1213.05,75.37,4
16jul2010,1192.65,75.29000000000001,5
17jul2010,1192.65,75.29000000000001,6
18jul2010,1192.65,75.29000000000001,0
19jul2010,1179.95,76.23,1
20jul2010,1192.95,76.23999999999999,2
21jul2010,1191.42,75.68000000000001,3
22jul2010,1196.05,77.48999999999999,4
23jul2010,1190.8,77.18000000000001,5
24jul2010,1190.8,77.18000000000001,6
25jul2010,1190.8,77.18000000000001,0
26jul2010,1181.78,77.72,1
27jul2010,1163.35,76.02,2
28jul2010,1161.63,75.78,3
29jul2010,1164.25,77.37,4
30jul2010,1175.47,77.31,5
31jul2010,1175.47,77.31,6
01aug2010,1175.47,77.31,0
02aug2010,1184.65,81.03,1
03aug2010,1187.9,82.66,2
04aug2010,1200.22,82.8,3
05aug2010,1193.28,81.86,4
06aug2010,1208.57,80.75,5
07aug2010,1208.57,80.75,6
08aug2010,1208.57,80.75,0
09aug2010,1202.13,81.01000000000001,1
10aug2010,1194.32,79.59,2
11aug2010,1198.55,77.56999999999999,3
12aug2010,1214.07,76.44,4
13aug2010,1213.43,74.93000000000001,5
14aug2010,1213.43,74.93000000000001,6
15aug2010,1213.43,74.93000000000001,0
16aug2010,1224.47,74.69,1
17aug2010,1226.22,76.8,2
18aug2010,1224.75,75.23999999999999,3
19aug2010,1234.4,74.86,4
20aug2010,1226.7,73.58,5
21aug2010,1226.7,73.58,6
22aug2010,1226.7,73.58,0
23aug2010,1223.93,72.98,1
24aug2010,1232.93,71.93000000000001,2
25aug2010,1238.28,72.02,3
26aug2010,1239.3,74.51000000000001,4
27aug2010,1241.35,75.12,5
28aug2010,1241.35,75.12,6
29aug2010,1241.35,75.12,0
30aug2010,1241.35,75.92,1
31aug2010,1247,75.33,2
01sep2010,1244.35,75.34,3
02sep2010,1251.5,74.77,4
03sep2010,1247,74.87,5
04sep2010,1247,74.87,6
05sep2010,1247,74.87,0
06sep2010,1249.95,76.58,1
07sep2010,1256.4,76.17,2
08sep2010,1258.38,77.92,3
09sep2010,1251,78.31999999999999,4
10sep2010,1248.13,77.95999999999999,5
11sep2010,1248.13,77.95999999999999,6
12sep2010,1248.13,77.95999999999999,0
13sep2010,1246.05,78.95,1
14sep2010,1269.95,79.34,2
15sep2010,1268.63,78.8,3
16sep2010,1274.47,78.95,4
17sep2010,1276.78,77.31,5
18sep2010,1276.78,77.31,6
19sep2010,1276.78,77.31,0
20sep2010,1282.5,79.34,1
21sep2010,1275.68,78.59999999999999,2
22sep2010,1293.15,77.42,3
23sep2010,1293.38,77.81,4
24sep2010,1295.6,78.83,5
25sep2010,1295.6,78.83,6
26sep2010,1295.6,78.83,0
27sep2010,1297.25,77.73,1
28sep2010,1305.72,79.19,2
29sep2010,1310.43,79.20999999999999,3
30sep2010,1301.47,81.23,4
01oct2010,1318.63,82.93000000000001,5
02oct2010,1318.63,82.93000000000001,6
03oct2010,1318.63,82.93000000000001,0
04oct2010,1314.88,83.8,1
05oct2010,1339.13,83.83,2
06oct2010,1347.8,85.45999999999999,3
07oct2010,1332.4,83.97,4
08oct2010,1347.82,84.48999999999999,5
09oct2010,1347.82,84.48999999999999,6
10oct2010,1347.82,84.48999999999999,0
11oct2010,1347.7,83.97,1
12oct2010,1347.25,83.48,2
13oct2010,1371.93,84.91,3
14oct2010,1376.28,84.45,4
15oct2010,1372.9,83.08,5
16oct2010,1372.9,83.08,6
17oct2010,1372.9,83.08,0
18oct2010,1370.65,83.41,1
19oct2010,1340.5,82.22,2
20oct2010,1344.25,82.66,3
21oct2010,1340.03,82.33,4
22oct2010,1323.82,81.65000000000001,5
23oct2010,1323.82,81.65000000000001,6
24oct2010,1323.82,81.65000000000001,0
25oct2010,1335.82,82.98,1
26oct2010,1334,83.06999999999999,2
27oct2010,1322.28,81.58,3
28oct2010,1335.26,83.23999999999999,4
29oct2010,1347.4,82.59999999999999,5
30oct2010,1347.4,82.59999999999999,6
31oct2010,1347.4,82.59999999999999,0
01nov2010,1352.8,84.34,1
02nov2010,1354.74,84.92,2
03nov2010,1330.03,85.53,3
04nov2010,1379,87.18000000000001,4
05nov2010,1388.9,87.59999999999999,5
06nov2010,1388.9,87.59999999999999,6
07nov2010,1388.9,87.59999999999999,0
08nov2010,1394.22,87.73999999999999,1
09nov2010,1416.55,88.62,2
10nov2010,1388.78,88.58,3
11nov2010,1401.15,88.83,4
12nov2010,1378.75,86.81999999999999,5
13nov2010,1378.75,86.81999999999999,6
14nov2010,1378.75,86.81999999999999,0
15nov2010,1372.1,86.40000000000001,1
16nov2010,1341.75,84.75,2
17nov2010,1340.05,84.13,3
18nov2010,1354.63,84.41,4
19nov2010,1349.7,83.81999999999999,5
20nov2010,1349.7,83.81999999999999,6
21nov2010,1349.7,83.81999999999999,0
22nov2010,1351.47,82.98,1
23nov2010,1373.07,82.59,2
24nov2010,1372.95,84.77,3
25nov2010,1373.15,85.95,4
26nov2010,1356.88,85.09,5
27nov2010,1356.88,85.09,6
28nov2010,1356.88,85.09,0
29nov2010,1364.3,86.31,1
30nov2010,1385.18,86.26000000000001,2
01dec2010,1387.15,87.17,3
02dec2010,1391.2,89.12,4
03dec2010,1407.18,90.65000000000001,5
04dec2010,1407.18,90.65000000000001,6
05dec2010,1407.18,90.65000000000001,0
06dec2010,1417.85,91.40000000000001,1
07dec2010,1414.95,91.20999999999999,2
08dec2010,1379.05,90.41,3
09dec2010,1385.43,90.59,4
10dec2010,1378.97,90.20999999999999,5
11dec2010,1378.97,90.20999999999999,6
12dec2010,1378.97,90.20999999999999,0
13dec2010,1395.35,91.04000000000001,1
14dec2010,1397.57,91.16,2
15dec2010,1390.03,92.11,3
16dec2010,1366.6,92.01000000000001,4
17dec2010,1365.93,91.79000000000001,5
18dec2010,1365.93,91.79000000000001,6
19dec2010,1365.93,91.79000000000001,0
20dec2010,1380.03,92,1
21dec2010,1385.01,93.68000000000001,2
22dec2010,1387.25,94.01000000000001,3
23dec2010,1377.53,94.44,4
24dec2010,1384.75,94.06,5
25dec2010,1384.75,94.06,6
26dec2010,1384.75,94.06,0
27dec2010,1384.75,93.75,1
28dec2010,1384.75,94.31999999999999,2
29dec2010,1411.05,94.28,3
30dec2010,1406.32,92.86,4
31dec2010,1417.63,92.81,5
01jan2011,1417.63,92.81,6
02jan2011,1417.63,92.81,0
03jan2011,1417.63,96.09999999999999,1
04jan2011,1384.25,93.8,2
05jan2011,1371.65,95.19,3
06jan2011,1368.45,95.14,4
07jan2011,1377.16,94.27,5
08jan2011,1377.16,94.27,6
09jan2011,1377.16,94.27,0
10jan2011,1369.78,95.5,1
11jan2011,1377.63,97.40000000000001,2
12jan2011,1378.95,98.63,3
13jan2011,1384.53,98.66,4
14jan2011,1359.45,98.81,5
15jan2011,1359.45,98.81,6
16jan2011,1359.45,98.81,0
17jan2011,1359.7,98.45999999999999,1
18jan2011,1367.26,98.7,2
19jan2011,1371.72,99.16,3
20jan2011,1348.65,95.97,4
21jan2011,1344.35,96.66,5
22jan2011,1344.35,96.66,6
23jan2011,1344.35,96.66,0
24jan2011,1346.74,97.19,1
25jan2011,1325.85,95.84999999999999,2
26jan2011,1326.41,96.31,3
27jan2011,1327.8,96.95999999999999,4
28jan2011,1329.55,97.78,5
29jan2011,1329.55,97.78,6
30jan2011,1329.55,97.78,0
31jan2011,1332.16,99.45999999999999,1
01feb2011,1332.2,100.62,2
02feb2011,1333.5,101.59,3
03feb2011,1333.35,101.88,4
04feb2011,1348.1,100.34,5
05feb2011,1348.1,100.34,6
06feb2011,1348.1,100.34,0
07feb2011,1351.5,100.22,1
08feb2011,1366.03,99.98,2
09feb2011,1363.66,100.9,3
10feb2011,1361.38,101.44,4
11feb2011,1366.4,100.69,5
12feb2011,1366.4,100.69,6
13feb2011,1366.4,100.69,0
14feb2011,1364.78,103.45,1
15feb2011,1373.38,102.73,2
16feb2011,1371.72,102.8,3
17feb2011,1381.72,103.63,4
18feb2011,1385.4,102.43,5
19feb2011,1385.4,102.43,6
20feb2011,1385.4,102.43,0
21feb2011,1405.2,104.54,1
22feb2011,1406.44,106.87,2
23feb2011,1411.75,110.58,3
24feb2011,1413.38,114.34,4
25feb2011,1408.7,112.48,5
26feb2011,1408.7,112.48,6
27feb2011,1408.7,112.48,0
28feb2011,1415.05,113.26,1
01mar2011,1422.8,114.26,2
02mar2011,1438.47,117.53,3
03mar2011,1420.6,115.35,4
04mar2011,1428.18,116.35,5
05mar2011,1428.18,116.35,6
06mar2011,1428.18,116.35,0
07mar2011,1434.76,117.15,1
08mar2011,1428.91,113.38,2
09mar2011,1428.75,115.61,3
10mar2011,1407.65,114.25,4
11mar2011,1409.94,114.11,5
12mar2011,1409.94,114.11,6
13mar2011,1409.94,114.11,0
14mar2011,1427.2,113.12,1
15mar2011,1396.97,110.91,2
16mar2011,1400.28,110.89,3
17mar2011,1403.57,114,4
18mar2011,1419.16,114.21,5
19mar2011,1419.16,114.21,6
20mar2011,1419.16,114.21,0
21mar2011,1432.5,115.4,1
22mar2011,1426.1,115.87,2
23mar2011,1438.95,115.92,3
24mar2011,1445.75,115.69,4
25mar2011,1434.43,115.65,5
26mar2011,1434.43,115.65,6
27mar2011,1434.43,115.65,0
28mar2011,1418.2,115.87,1
29mar2011,1419.85,115.52,2
30mar2011,1414.8,115.22,3
31mar2011,1437.13,116.84,4
01apr2011,1424.82,118.4,5
02apr2011,1424.82,118.4,6
03apr2011,1424.82,118.4,0
04apr2011,1434.22,120.06,1
05apr2011,1446.97,122.76,2
06apr2011,1455.22,122.76,3
07apr2011,1457.93,122.38,4
08apr2011,1470.68,125.73,5
09apr2011,1470.68,125.73,6
10apr2011,1470.68,125.73,0
11apr2011,1469.88,125.89,1
12apr2011,1449.98,120.99,2
13apr2011,1459.35,122.58,3
14apr2011,1466.95,122.5,4
15apr2011,1483.88,124.07,5
16apr2011,1483.88,124.07,6
17apr2011,1483.88,124.07,0
18apr2011,1492.06,121.55,1
19apr2011,1491.79,121.19,2
20apr2011,1503.99,123.91,3
21apr2011,1504.05,124.86,4
22apr2011,1504.05,124.86,5
23apr2011,1504.05,124.86,6
24apr2011,1504.05,124.86,0
25apr2011,1504.05,123.42,1
26apr2011,1500.23,124.41,2
27apr2011,1506.99,124.84,3
28apr2011,1535.8,126.57,4
29apr2011,1535.8,126.11,5
30apr2011,1535.8,126.11,6
01may2011,1535.8,126.11,0
02may2011,1535.8,126.46,1
03may2011,1542.51,124.02,2
04may2011,1526.65,121.63,3
05may2011,1484.56,114.65,4
06may2011,1495.12,113.32,5
07may2011,1495.12,113.32,6
08may2011,1495.12,113.32,0
09may2011,1508.5,113.12,1
10may2011,1516.74,117.48,2
11may2011,1510.38,115.4,3
12may2011,1492.82,112.4,4
13may2011,1506.09,112.53,5
14may2011,1506.09,112.53,6
15may2011,1506.09,112.53,0
16may2011,1501.74,113.27,1
17may2011,1474.45,109,2
18may2011,1496.99,112.24,3
19may2011,1488.28,112.49,4
20may2011,1507.7,110.93,5
21may2011,1507.7,110.93,6
22may2011,1507.7,110.93,0
23may2011,1511.94,109.86,1
24may2011,1525.46,112.79,2
25may2011,1528.74,114.67,3
26may2011,1518.36,115.17,4
27may2011,1532.88,114.87,5
28may2011,1532.88,114.87,6
29may2011,1532.88,114.87,0
30may2011,1532.88,114.87,1
31may2011,1538.1,117.28,2
01jun2011,1545.3,116.69,3
02jun2011,1526.6,114.37,4
03jun2011,1538.33,115.09,5
04jun2011,1538.33,115.09,6
05jun2011,1538.33,115.09,0
06jun2011,1552.1,115.38,1
07jun2011,1539.16,115.68,2
08jun2011,1536.57,117.93,3
09jun2011,1539.95,119.05,4
10jun2011,1534.35,118.44,5
11jun2011,1534.35,118.44,6
12jun2011,1534.35,118.44,0
13jun2011,1525.44,120.03,1
14jun2011,1522.07,120.61,2
15jun2011,1531.07,118.63,3
16jun2011,1528.34,114.71,4
17jun2011,1537.9,114.09,5
18jun2011,1537.9,114.09,6
19jun2011,1537.9,114.09,0
20jun2011,1537.97,113.04,1
21jun2011,1546.34,112.74,2
22jun2011,1556.9,114.33,3
23jun2011,1519.33,109,4
24jun2011,1507.21,106.16,5
25jun2011,1507.21,106.16,6
26jun2011,1507.21,106.16,0
27jun2011,1500.11,105.77,1
28jun2011,1503.74,108.62,2
29jun2011,1506.38,112.68,3
30jun2011,1510.78,113.11,4
01jul2011,1485.05,110.85,5
02jul2011,1485.05,110.85,6
03jul2011,1485.05,110.85,0
04jul2011,1495.8,112.05,1
05jul2011,1509,113.97,2
06jul2011,1529.38,114.25,3
07jul2011,1526.99,117.52,4
08jul2011,1541.69,117.73,5
09jul2011,1541.69,117.73,6
10jul2011,1541.69,117.73,0
11jul2011,1545.69,116.46,1
12jul2011,1551.65,117.35,2
13jul2011,1587.49,119.67,3
14jul2011,1583.85,117.88,4
15jul2011,1589.57,118.53,5
16jul2011,1589.57,118.53,6
17jul2011,1589.57,118.53,0
18jul2011,1606.2,117.4,1
19jul2011,1601.07,118.77,2
20jul2011,1596.05,119.36,3
21jul2011,1600.68,120,4
22jul2011,1603.05,119.88,5
23jul2011,1603.05,119.88,6
24jul2011,1603.05,119.88,0
25jul2011,1616.49,119.39,1
26jul2011,1611.89,119.49,2
27jul2011,1616.99,119.38,3
28jul2011,1605.7,119.69,4
29jul2011,1623.56,117.53,5
30jul2011,1623.56,117.53,6
31jul2011,1623.56,117.53,0
01aug2011,1631.09,117.67,1
02aug2011,1639.4,117.65,2
03aug2011,1666.97,115.19,3
04aug2011,1678.45,111.92,4
05aug2011,1662.99,108.7,5
06aug2011,1662.99,108.7,6
07aug2011,1662.99,108.7,0
08aug2011,1704.49,105.95,1
09aug2011,1731.88,104.47,2
10aug2011,1777.8,103.99,3
11aug2011,1754.35,106.74,4
12aug2011,1729.7,107.99,5
13aug2011,1729.7,107.99,6
14aug2011,1729.7,107.99,0
15aug2011,1740.16,109.01,1
16aug2011,1777.05,109.84,2
17aug2011,1782.94,111.08,3
18aug2011,1823.3,107.77,4
19aug2011,1853.2,108.59,5
20aug2011,1853.2,108.59,6
21aug2011,1853.2,108.59,0
22aug2011,1885.1,107.7,1
23aug2011,1885.57,109.23,2
24aug2011,1778.1,110.77,3
25aug2011,1741.9,110.77,4
26aug2011,1778.9,111.09,5
27aug2011,1778.9,111.09,6
28aug2011,1778.9,111.09,0
29aug2011,1778.9,112.6,1
30aug2011,1828.5,114.35,2
31aug2011,1826.6,115.09,3
01sep2011,1826.35,115.16,4
02sep2011,1874.72,113.74,5
03sep2011,1874.72,113.74,6
04sep2011,1874.72,113.74,0
05sep2011,1898.25,111.17,1
06sep2011,1887.55,111.54,2
07sep2011,1808.5,115.76,3
08sep2011,1857.09,116.5,4
09sep2011,1856.68,112.55,5
10sep2011,1856.68,112.55,6
11sep2011,1856.68,112.55,0
12sep2011,1833.57,112.81,1
13sep2011,1824.15,112.06,2
14sep2011,1822.65,111.87,3
15sep2011,1776.05,115.45,4
16sep2011,1795.6,115.1,5
17sep2011,1795.6,115.1,6
18sep2011,1795.6,115.1,0
19sep2011,1786,112.7,1
